,Churn,tenure,Contract,Monthly,InternetService,SeniorCitizen,Partner,Dependents,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaymentMethod,Total,Cuentas_Diarias
6199,0,41,One year,19.75,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,806.95,0.66
6200,0,54,Two year,59.8,DSL,0,1,1,No,Yes,Yes,No,Bank transfer (automatic),3246.45,1.99
6201,0,32,One year,20.35,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),707.5,0.68
6202,0,72,Two year,115.8,Fiber optic,0,1,0,Yes,Yes,Yes,Yes,Credit card (automatic),8332.15,3.86
6203,0,59,Two year,19.5,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1147.85,0.65
6204,1,25,Two year,24.75,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),692.1,0.82
6205,1,15,Month-to-month,85.6,Fiber optic,1,1,0,No,No,No,No,Bank transfer (automatic),1345.55,2.85
6206,1,14,Month-to-month,75.35,Fiber optic,0,0,0,No,No,Yes,No,Electronic check,1025.95,2.51
6208,0,52,Two year,25.75,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1345.85,0.86
6209,0,61,Month-to-month,106.45,Fiber optic,0,0,0,Yes,No,Yes,No,Electronic check,6300.15,3.55
6210,0,54,Two year,20.05,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1102.4,0.67
6211,0,8,Month-to-month,73.5,Fiber optic,0,0,0,No,No,No,No,Electronic check,632.2,2.45
6212,0,3,Month-to-month,77.4,DSL,0,0,0,Yes,No,Yes,No,Electronic check,206.15,2.58
6213,0,14,Month-to-month,80.05,Fiber optic,0,0,0,No,Yes,No,Yes,Credit card (automatic),1112.3,2.67
6214,0,72,Two year,20.8,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1521.2,0.69
6215,0,35,Month-to-month,96.75,Fiber optic,0,0,0,Yes,Yes,Yes,Yes,Mailed check,3403.4,3.22
6216,0,66,Month-to-month,63.85,DSL,0,1,0,No,No,No,Yes,Electronic check,4264.6,2.13
6217,0,48,One year,70.55,DSL,0,1,0,No,Yes,Yes,No,Credit card (automatic),3420.5,2.35
6218,0,48,Month-to-month,104.5,Fiber optic,1,1,1,Yes,No,Yes,Yes,Electronic check,5068.05,3.48
6219,1,21,One year,77.5,DSL,0,1,1,Yes,Yes,No,Yes,Mailed check,1625.0,2.58
6220,0,1,Two year,20.45,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,20.45,0.68
6221,0,67,One year,112.35,Fiber optic,0,1,1,No,Yes,Yes,Yes,Credit card (automatic),7388.45,3.74
6222,0,1,Month-to-month,19.8,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.8,0.66
6223,1,7,One year,49.75,DSL,0,1,1,Yes,No,No,No,Electronic check,331.3,1.66
6224,0,17,Month-to-month,90.95,Fiber optic,0,0,0,No,Yes,Yes,No,Credit card (automatic),1612.2,3.03
6225,0,40,One year,106.0,Fiber optic,0,1,0,No,Yes,Yes,No,Bank transfer (automatic),4178.65,3.53
6226,1,24,Month-to-month,89.85,Fiber optic,0,0,0,No,No,Yes,No,Mailed check,2165.05,2.99
6227,0,69,One year,107.2,Fiber optic,0,1,0,Yes,Yes,Yes,Yes,Credit card (automatic),7317.1,3.57
6228,0,72,Two year,84.8,Fiber optic,1,1,0,Yes,Yes,No,Yes,Credit card (automatic),6141.65,2.83
6229,0,1,Month-to-month,19.5,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,19.5,0.65
6230,0,36,One year,54.45,DSL,0,0,0,Yes,No,No,No,Mailed check,1893.5,1.82
6231,0,47,Two year,60.0,DSL,0,1,1,Yes,Yes,Yes,No,Credit card (automatic),2768.65,2.0
6232,0,16,Month-to-month,19.75,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),294.9,0.66
6233,0,17,One year,19.65,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),351.55,0.65
6234,0,38,Two year,20.2,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,746.05,0.67
6235,1,1,Month-to-month,79.1,Fiber optic,1,0,0,No,No,No,No,Electronic check,79.1,2.64
6236,1,72,Two year,92.45,DSL,1,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),6440.25,3.08
6237,0,50,Month-to-month,35.0,DSL,0,0,0,Yes,Yes,No,No,Mailed check,1782.4,1.17
6238,0,8,Month-to-month,75.6,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,535.55,2.52
6239,0,67,Two year,50.55,DSL,0,0,0,No,No,No,Yes,Bank transfer (automatic),3260.1,1.68
6240,0,38,One year,20.3,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,749.35,0.68
6241,0,70,Two year,64.95,DSL,0,1,0,Yes,Yes,Yes,Yes,Credit card (automatic),4523.25,2.16
6242,0,41,Month-to-month,74.65,DSL,0,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),3090.65,2.49
6243,0,59,Two year,111.1,Fiber optic,0,1,1,Yes,Yes,No,Yes,Mailed check,6555.2,3.7
6244,0,64,One year,24.7,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1642.75,0.82
6245,1,3,Month-to-month,85.3,Fiber optic,0,0,0,No,No,No,No,Electronic check,264.8,2.84
6246,0,22,One year,25.6,No,1,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),548.8,0.85
6247,0,70,One year,64.95,DSL,0,0,1,Yes,Yes,No,Yes,Bank transfer (automatic),4551.5,2.16
6248,0,43,One year,94.35,Fiber optic,0,0,0,No,No,No,No,Mailed check,3921.3,3.14
6249,1,5,Month-to-month,50.6,DSL,0,0,0,No,No,No,No,Mailed check,249.95,1.69
6250,1,1,Month-to-month,86.6,Fiber optic,0,0,0,No,No,No,No,Electronic check,86.6,2.89
6251,0,1,Month-to-month,19.55,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,19.55,0.65
6252,0,72,Two year,115.75,Fiber optic,1,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),8399.15,3.86
6253,0,18,Two year,25.3,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),454.65,0.84
6254,0,38,One year,74.05,DSL,0,1,1,Yes,Yes,Yes,Yes,Electronic check,2802.3,2.47
6255,1,49,Month-to-month,95.6,Fiber optic,0,1,1,No,No,No,No,Electronic check,4783.5,3.19
6256,0,2,One year,20.3,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,31.9,0.68
6257,0,12,Two year,25.4,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),313.0,0.85
6258,1,15,Month-to-month,49.1,DSL,0,0,0,No,No,No,No,Electronic check,679.55,1.64
6259,0,3,Month-to-month,73.6,Fiber optic,0,0,0,No,No,Yes,No,Credit card (automatic),232.5,2.45
6260,0,71,Two year,64.05,DSL,0,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),4492.9,2.13
6261,0,1,Month-to-month,20.7,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Electronic check,20.7,0.69
6262,1,34,Month-to-month,94.25,Fiber optic,1,1,0,No,Yes,Yes,No,Electronic check,3217.55,3.14
6263,0,6,Month-to-month,90.75,Fiber optic,0,1,0,No,Yes,No,No,Electronic check,512.25,3.02
6264,1,51,Month-to-month,84.2,Fiber optic,1,1,1,No,Yes,Yes,No,Electronic check,4146.05,2.81
6265,0,26,Month-to-month,66.05,DSL,1,0,0,No,No,No,Yes,Electronic check,1652.4,2.2
6266,1,49,Month-to-month,59.75,DSL,0,0,0,Yes,Yes,No,No,Credit card (automatic),2934.3,1.99
6267,1,24,Month-to-month,104.65,Fiber optic,0,1,0,No,Yes,Yes,No,Electronic check,2542.45,3.49
6268,0,69,Two year,60.05,DSL,0,0,0,Yes,Yes,No,Yes,Bank transfer (automatic),4176.7,2.0
6269,0,56,Two year,24.8,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1424.2,0.83
6270,1,44,One year,53.95,DSL,0,0,0,No,Yes,Yes,No,Mailed check,2375.4,1.8
6271,0,47,One year,78.9,Fiber optic,0,1,0,No,Yes,No,No,Electronic check,3650.35,2.63
6272,0,72,Two year,116.75,Fiber optic,1,1,0,Yes,Yes,Yes,Yes,Credit card (automatic),8277.05,3.89
6273,0,18,Month-to-month,69.8,Fiber optic,0,0,0,No,No,No,No,Electronic check,1221.65,2.33
6274,0,51,Two year,75.2,DSL,0,1,0,No,No,No,Yes,Bank transfer (automatic),3901.25,2.51
6275,1,66,Two year,79.4,DSL,1,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),5154.6,2.65
6276,0,46,Month-to-month,99.8,Fiber optic,0,0,1,No,Yes,Yes,No,Electronic check,4391.25,3.33
6277,0,9,One year,20.15,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,163.7,0.67
6278,1,69,One year,104.7,Fiber optic,0,0,0,No,Yes,No,Yes,Bank transfer (automatic),7220.35,3.49
6279,1,47,Month-to-month,100.05,Fiber optic,1,1,0,No,No,Yes,No,Electronic check,4871.05,3.34
6280,1,12,Month-to-month,78.95,Fiber optic,0,0,0,Yes,No,No,No,Electronic check,927.35,2.63
6281,0,72,Two year,95.9,Fiber optic,0,1,1,Yes,Yes,No,No,Bank transfer (automatic),6954.15,3.2
6282,1,4,Month-to-month,74.4,DSL,0,0,0,No,No,Yes,Yes,Electronic check,299.7,2.48
6283,1,2,Month-to-month,79.7,Fiber optic,0,1,0,No,Yes,Yes,No,Bank transfer (automatic),165.0,2.66
6284,1,1,Month-to-month,71.65,Fiber optic,1,0,0,No,No,No,No,Electronic check,71.65,2.39
6285,0,42,Month-to-month,40.15,DSL,0,1,0,Yes,No,No,No,Bank transfer (automatic),1626.05,1.34
6286,0,69,Two year,81.95,DSL,0,1,1,No,Yes,Yes,Yes,Bank transfer (automatic),5601.4,2.73
6287,0,14,Month-to-month,55.0,DSL,0,0,0,No,No,Yes,Yes,Electronic check,771.95,1.83
6288,0,66,One year,90.55,Fiber optic,0,1,0,No,Yes,Yes,Yes,Bank transfer (automatic),6130.95,3.02
6289,0,57,Month-to-month,74.3,Fiber optic,0,1,1,No,No,No,No,Electronic check,4018.35,2.48
6290,0,14,Month-to-month,46.35,DSL,1,0,0,No,No,No,No,Electronic check,672.7,1.55
6292,1,4,Month-to-month,29.65,DSL,0,0,0,No,No,Yes,No,Electronic check,118.5,0.99
6293,1,60,One year,106.0,Fiber optic,1,0,0,No,No,Yes,Yes,Electronic check,6441.4,3.53
6294,0,16,One year,79.5,Fiber optic,0,0,1,No,No,No,Yes,Credit card (automatic),1264.2,2.65
6295,0,2,Month-to-month,54.15,DSL,0,0,0,No,Yes,No,No,Mailed check,101.65,1.8
6296,0,64,Month-to-month,74.65,DSL,1,0,0,No,Yes,Yes,Yes,Credit card (automatic),4869.35,2.49
6297,0,71,Two year,100.45,Fiber optic,0,1,1,Yes,No,Yes,Yes,Electronic check,7159.7,3.35
6298,0,3,Month-to-month,44.75,DSL,0,0,0,No,No,No,No,Mailed check,148.05,1.49
6299,0,72,Two year,84.4,DSL,0,1,0,Yes,No,Yes,Yes,Credit card (automatic),6096.45,2.81
6300,0,26,Month-to-month,69.5,DSL,0,0,0,Yes,Yes,No,No,Bank transfer (automatic),1800.05,2.32
6301,1,1,Month-to-month,30.2,DSL,0,1,1,No,Yes,No,No,Electronic check,30.2,1.01
6302,0,52,One year,53.75,DSL,0,0,0,Yes,No,Yes,No,Electronic check,2790.65,1.79
6303,0,72,Two year,113.4,Fiber optic,0,0,0,Yes,Yes,Yes,Yes,Bank transfer (automatic),8164.1,3.78
6304,0,36,Two year,92.9,DSL,0,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),3379.25,3.1
6305,0,46,Month-to-month,45.55,DSL,0,1,0,Yes,Yes,No,No,Electronic check,2062.15,1.52
6306,0,51,One year,47.85,DSL,0,0,1,No,No,No,Yes,Credit card (automatic),2356.75,1.6
6307,0,4,Month-to-month,30.5,DSL,0,0,0,No,No,No,Yes,Electronic check,118.4,1.02
6308,1,3,Month-to-month,75.0,Fiber optic,0,0,0,No,No,No,No,Mailed check,209.1,2.5
6309,0,56,Month-to-month,105.45,Fiber optic,0,0,0,No,Yes,No,Yes,Bank transfer (automatic),5916.95,3.52
6310,1,16,Month-to-month,59.4,DSL,1,0,0,No,No,No,Yes,Electronic check,1023.9,1.98
6311,0,44,One year,90.65,Fiber optic,0,1,0,No,No,No,No,Bank transfer (automatic),3974.15,3.02
6312,0,29,One year,58.75,DSL,0,0,0,Yes,Yes,No,Yes,Electronic check,1696.2,1.96
6313,0,29,Month-to-month,20.65,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,654.85,0.69
6314,1,22,Month-to-month,74.4,Fiber optic,1,0,0,No,No,No,No,Bank transfer (automatic),1692.6,2.48
6315,0,1,Month-to-month,74.0,Fiber optic,0,0,0,No,No,No,Yes,Electronic check,74.0,2.47
6316,0,29,One year,69.05,DSL,0,1,1,Yes,No,No,Yes,Bank transfer (automatic),1958.45,2.3
6317,0,68,Two year,88.0,DSL,0,1,1,Yes,Yes,Yes,Yes,Credit card (automatic),6161.9,2.93
6318,0,34,Month-to-month,75.55,Fiber optic,1,1,0,No,No,No,No,Electronic check,2425.4,2.52
6319,0,1,Month-to-month,51.25,DSL,0,0,0,Yes,No,No,No,Mailed check,51.25,1.71
6320,1,37,Month-to-month,76.25,Fiber optic,1,0,0,No,No,No,No,Electronic check,2841.55,2.54
6321,1,7,Month-to-month,74.4,Fiber optic,1,1,0,No,No,No,No,Mailed check,527.9,2.48
6322,0,51,Two year,20.45,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1042.65,0.68
6323,0,52,Month-to-month,83.8,Fiber optic,0,0,0,No,No,Yes,No,Credit card (automatic),4331.4,2.79
6324,0,1,Month-to-month,44.8,DSL,0,0,0,No,No,No,No,Electronic check,44.8,1.49
6325,0,21,Month-to-month,43.55,DSL,0,0,0,Yes,No,No,Yes,Mailed check,1011.5,1.45
6326,0,70,Two year,110.2,Fiber optic,0,1,1,No,Yes,Yes,Yes,Electronic check,7689.8,3.67
6327,0,69,One year,87.3,Fiber optic,1,1,0,Yes,Yes,No,No,Credit card (automatic),6055.55,2.91
6328,1,42,Month-to-month,94.2,Fiber optic,0,1,1,No,No,No,No,Electronic check,4186.3,3.14
6329,0,33,Month-to-month,100.0,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,3320.6,3.33
6330,0,1,Month-to-month,44.9,DSL,0,0,0,No,No,No,No,Mailed check,44.9,1.5
6331,0,59,Two year,19.85,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1188.25,0.66
6332,0,2,Month-to-month,24.85,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,62.0,0.83
6333,0,4,Month-to-month,82.85,Fiber optic,0,0,0,No,No,Yes,No,Credit card (automatic),319.6,2.76
6334,1,31,Month-to-month,91.15,Fiber optic,0,1,1,No,Yes,No,No,Electronic check,2995.45,3.04
6335,0,61,One year,103.3,Fiber optic,0,1,0,No,No,Yes,Yes,Bank transfer (automatic),6518.35,3.44
6336,0,42,One year,19.55,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,839.4,0.65
6337,1,13,Month-to-month,31.05,DSL,0,0,0,No,Yes,No,No,Electronic check,347.25,1.03
6338,0,1,Month-to-month,44.0,DSL,1,0,0,No,No,No,No,Electronic check,44.0,1.47
6339,1,5,Month-to-month,40.0,DSL,0,0,0,Yes,No,Yes,Yes,Mailed check,223.45,1.33
6340,0,71,Two year,77.55,DSL,0,1,1,Yes,No,Yes,No,Credit card (automatic),5574.35,2.58
6341,0,27,Month-to-month,69.05,Fiber optic,0,0,0,No,No,No,No,Mailed check,1793.25,2.3
6342,0,57,Two year,20.75,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,1123.15,0.69
6343,0,37,Two year,35.8,DSL,0,0,0,No,No,No,No,Credit card (automatic),1316.9,1.19
6344,0,41,Month-to-month,74.25,Fiber optic,0,0,0,No,No,No,Yes,Electronic check,3089.1,2.48
6345,0,26,Month-to-month,81.9,DSL,0,1,0,No,Yes,Yes,Yes,Bank transfer (automatic),2078.55,2.73
6347,0,10,Month-to-month,85.95,Fiber optic,0,1,1,No,No,No,No,Electronic check,858.6,2.86
6348,0,31,Month-to-month,59.7,DSL,0,1,1,No,No,No,No,Bank transfer (automatic),1825.5,1.99
6349,0,10,Month-to-month,54.95,DSL,0,1,0,Yes,No,No,Yes,Credit card (automatic),568.85,1.83
6350,0,14,Month-to-month,50.2,DSL,0,1,0,No,No,Yes,No,Credit card (automatic),668.85,1.67
6351,0,9,Month-to-month,20.4,No,0,0,1,No internet service,No internet service,No internet service,No internet service,Mailed check,184.1,0.68
6352,0,72,Two year,24.3,No,1,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1778.7,0.81
6353,0,42,One year,67.7,DSL,0,0,0,Yes,Yes,No,Yes,Mailed check,2882.25,2.26
6354,0,2,Month-to-month,20.35,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Mailed check,41.85,0.68
6355,1,25,Month-to-month,89.5,Fiber optic,1,0,0,No,Yes,No,No,Electronic check,2196.15,2.98
6356,0,5,Month-to-month,84.0,Fiber optic,0,0,0,No,No,No,No,Electronic check,424.75,2.8
6357,1,1,Month-to-month,78.95,Fiber optic,0,0,0,No,No,No,No,Electronic check,78.95,2.63
6358,1,5,Month-to-month,43.25,DSL,0,0,0,Yes,Yes,Yes,Yes,Mailed check,219.0,1.44
6359,0,46,Month-to-month,35.05,DSL,0,1,1,Yes,Yes,No,No,Bank transfer (automatic),1620.25,1.17
6360,0,57,One year,41.1,DSL,0,0,0,Yes,No,Yes,Yes,Credit card (automatic),2258.25,1.37
6361,0,21,One year,20.5,No,1,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),429.55,0.68
6362,0,4,Month-to-month,25.25,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,101.9,0.84
6363,0,65,Two year,19.35,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1319.95,0.64
6364,0,19,One year,19.9,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,357.7,0.66
6365,0,1,Month-to-month,20.05,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,20.05,0.67
6366,1,51,Month-to-month,93.8,Fiber optic,1,1,0,Yes,No,Yes,No,Bank transfer (automatic),4750.95,3.13
6367,0,72,Two year,24.8,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1874.3,0.83
6368,0,70,Two year,19.8,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1378.75,0.66
6369,0,28,Month-to-month,89.9,Fiber optic,0,1,0,No,Yes,Yes,No,Credit card (automatic),2433.5,3.0
6370,0,71,One year,92.0,Fiber optic,1,1,0,Yes,Yes,Yes,Yes,Electronic check,6585.2,3.07
6371,0,5,One year,20.1,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,85.1,0.67
6372,1,4,Month-to-month,79.0,Fiber optic,0,0,0,No,No,No,No,Electronic check,303.15,2.63
6374,0,69,Month-to-month,95.35,Fiber optic,1,1,0,No,Yes,Yes,No,Bank transfer (automatic),6382.0,3.18
6375,0,57,Two year,19.5,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1167.6,0.65
6376,0,68,Month-to-month,44.95,DSL,0,0,0,No,Yes,No,Yes,Electronic check,3085.35,1.5
6377,0,1,Month-to-month,49.8,DSL,0,0,0,Yes,No,No,No,Credit card (automatic),49.8,1.66
6378,0,71,One year,69.2,DSL,1,1,1,Yes,Yes,No,No,Electronic check,4982.5,2.31
6379,1,44,Month-to-month,100.55,Fiber optic,0,0,0,No,Yes,No,Yes,Electronic check,4398.15,3.35
6380,0,27,One year,20.55,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,583.3,0.68
6381,0,71,Two year,79.1,DSL,0,1,0,No,Yes,Yes,Yes,Credit card (automatic),5564.85,2.64
6382,0,63,One year,99.65,Fiber optic,0,1,1,Yes,No,No,No,Credit card (automatic),6311.2,3.32
6383,1,17,Month-to-month,64.7,DSL,0,0,1,No,No,No,No,Mailed check,1093.1,2.16
6384,0,72,Two year,25.4,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1797.1,0.85
6386,1,9,Month-to-month,44.2,DSL,0,0,0,No,No,No,No,Bank transfer (automatic),403.35,1.47
6387,0,1,Month-to-month,74.3,Fiber optic,1,1,0,No,No,No,No,Electronic check,74.3,2.48
6388,1,1,Month-to-month,90.6,Fiber optic,1,1,0,No,Yes,No,No,Electronic check,90.6,3.02
6389,0,65,Two year,105.85,Fiber optic,1,1,0,No,Yes,Yes,Yes,Credit card (automatic),6725.5,3.53
6390,0,52,One year,64.3,DSL,0,1,0,Yes,No,Yes,No,Mailed check,3410.6,2.14
6391,0,9,Month-to-month,74.85,Fiber optic,0,0,0,Yes,No,No,No,Electronic check,708.2,2.49
6392,1,1,Month-to-month,39.65,DSL,1,0,0,No,No,Yes,No,Electronic check,39.65,1.32
6393,0,21,One year,19.8,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,350.1,0.66
6394,0,63,Two year,24.65,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1574.5,0.82
6395,1,6,Month-to-month,90.1,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,521.3,3.0
6396,0,25,Month-to-month,19.2,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),532.1,0.64
6397,0,66,Two year,47.4,DSL,0,0,0,Yes,Yes,Yes,Yes,Mailed check,3177.25,1.58
6398,0,44,Month-to-month,90.4,Fiber optic,0,0,0,No,No,Yes,No,Mailed check,4063.0,3.01
6399,0,60,One year,79.0,DSL,0,0,0,Yes,No,Yes,Yes,Mailed check,4801.1,2.63
6400,1,18,Month-to-month,99.85,Fiber optic,0,0,0,No,No,No,Yes,Bank transfer (automatic),1776.95,3.33
6401,0,60,Month-to-month,99.8,Fiber optic,0,1,0,No,Yes,No,No,Electronic check,5985.75,3.33
6402,1,11,Month-to-month,23.15,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),245.2,0.77
6403,0,59,One year,61.35,DSL,0,0,0,No,No,Yes,No,Bank transfer (automatic),3645.5,2.04
6404,0,12,Month-to-month,49.05,DSL,0,0,0,No,Yes,No,No,Bank transfer (automatic),593.05,1.64
6405,0,8,Two year,65.5,DSL,0,1,0,Yes,No,No,Yes,Mailed check,564.35,2.18
6407,0,28,Month-to-month,29.75,DSL,0,0,0,No,No,Yes,No,Mailed check,790.7,0.99
6408,0,12,Month-to-month,84.05,Fiber optic,0,0,1,No,No,No,No,Electronic check,966.55,2.8
6409,0,30,Month-to-month,107.5,Fiber optic,0,1,1,No,Yes,Yes,Yes,Electronic check,3242.5,3.58
6410,1,12,Month-to-month,83.8,Fiber optic,1,0,0,No,Yes,Yes,Yes,Mailed check,1029.75,2.79
6411,0,2,Month-to-month,49.2,DSL,0,0,0,No,Yes,No,No,Mailed check,103.7,1.64
6412,1,3,Month-to-month,55.15,DSL,0,0,0,No,No,No,No,Mailed check,159.15,1.84
6413,0,41,Month-to-month,40.35,DSL,0,0,0,No,Yes,No,No,Electronic check,1677.85,1.34
6414,0,55,Two year,25.65,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),1388.0,0.86
6415,1,8,Month-to-month,81.25,Fiber optic,1,0,0,No,No,Yes,No,Electronic check,585.95,2.71
6416,1,72,Two year,103.4,Fiber optic,0,1,1,No,Yes,Yes,No,Electronic check,7372.65,3.45
6417,0,72,Two year,100.55,Fiber optic,0,1,0,Yes,Yes,No,Yes,Bank transfer (automatic),7325.1,3.35
6418,0,30,One year,86.45,Fiber optic,0,1,1,No,No,Yes,No,Electronic check,2538.05,2.88
6419,0,25,Month-to-month,25.4,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),546.85,0.85
6420,1,1,Month-to-month,75.1,Fiber optic,0,0,0,No,No,No,No,Electronic check,75.1,2.5
6421,0,46,Month-to-month,104.45,Fiber optic,1,0,0,No,Yes,Yes,No,Electronic check,4863.85,3.48
6422,1,32,Month-to-month,99.55,Fiber optic,0,1,1,Yes,No,No,No,Credit card (automatic),3204.65,3.32
6423,0,31,Month-to-month,80.45,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,2429.1,2.68
6424,0,68,Two year,54.1,DSL,0,1,0,Yes,No,Yes,No,Bank transfer (automatic),3794.5,1.8
6425,0,58,Two year,109.1,Fiber optic,0,1,0,Yes,Yes,No,Yes,Credit card (automatic),6393.65,3.64
6426,0,70,One year,58.4,DSL,0,1,1,No,Yes,Yes,Yes,Bank transfer (automatic),4113.15,1.95
6427,1,1,Month-to-month,80.05,Fiber optic,0,1,1,No,No,No,No,Mailed check,80.05,2.67
6428,0,48,One year,83.45,DSL,0,0,0,Yes,Yes,Yes,No,Credit card (automatic),3887.85,2.78
6429,0,72,Two year,110.65,Fiber optic,0,1,0,Yes,Yes,Yes,No,Credit card (automatic),8065.65,3.69
6430,1,3,Month-to-month,56.15,DSL,0,1,1,No,Yes,Yes,No,Mailed check,168.15,1.87
6431,1,2,Month-to-month,70.7,Fiber optic,0,1,0,No,No,No,No,Electronic check,141.45,2.36
6432,1,8,Month-to-month,84.95,Fiber optic,0,0,0,Yes,No,No,No,Electronic check,668.4,2.83
6433,0,63,Two year,20.6,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1298.7,0.69
6434,1,35,Month-to-month,100.5,Fiber optic,1,1,0,Yes,Yes,No,Yes,Bank transfer (automatic),3653.35,3.35
6435,1,13,Month-to-month,96.65,Fiber optic,0,1,1,No,No,Yes,No,Mailed check,1162.85,3.22
6436,0,30,One year,64.5,DSL,0,1,1,No,No,Yes,Yes,Electronic check,1985.15,2.15
6437,0,60,Month-to-month,60.2,DSL,0,1,0,No,Yes,Yes,Yes,Bank transfer (automatic),3582.4,2.01
6438,0,33,Month-to-month,91.25,Fiber optic,0,1,0,No,No,No,No,Electronic check,2964.05,3.04
6439,1,54,One year,106.55,Fiber optic,0,1,0,Yes,Yes,No,No,Bank transfer (automatic),5763.3,3.55
6440,0,67,One year,109.4,Fiber optic,0,1,1,Yes,No,Yes,Yes,Electronic check,7281.6,3.65
6441,0,25,Month-to-month,71.05,DSL,0,1,0,Yes,Yes,No,Yes,Mailed check,1837.7,2.37
6442,0,72,Two year,111.6,Fiber optic,0,0,0,No,Yes,Yes,Yes,Bank transfer (automatic),8012.75,3.72
6443,1,18,Month-to-month,80.65,Fiber optic,0,0,0,No,Yes,No,No,Electronic check,1451.9,2.69
6444,0,63,Two year,19.25,No,0,1,0,No internet service,No internet service,No internet service,No internet service,Mailed check,1237.65,0.64
6445,0,39,Two year,23.8,No,0,1,1,No internet service,No internet service,No internet service,No internet service,Mailed check,903.8,0.79
6446,0,33,Two year,20.35,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Mailed check,689.75,0.68
6447,0,48,One year,19.95,No,0,0,0,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),1004.5,0.66
6448,1,10,Month-to-month,86.45,Fiber optic,0,0,0,No,No,No,No,Electronic check,830.85,2.88
6449,0,10,One year,49.55,DSL,0,1,1,No,Yes,No,No,Mailed check,475.7,1.65
